,age,p0.1,p03,p05,p10,p15,p25,p50,p75,p85,p90,p95,p97,p99.9
24,7.3999999999999915,107.23851698985354,113.75519781604636,115.26467464830002,117.1482097376826,118.42102249129498,120.506080035737,124.26389933584288,127.96377050377558,129.5283993526147,131.3804960374872,133.6229021676902,134.1785102265469,140.79472383550694
25,7.499999999999991,107.67806404967416,114.24662465084982,115.82393168953637,117.72471325655573,118.9412678531392,121.10388867244467,124.88529881894502,128.60403739427065,130.12409679847426,132.05576677701015,134.3144551279907,134.80141194030568,141.46586533426145
26,7.599999999999991,108.11464923097766,114.7351581892346,116.37771885091774,118.29603837690172,119.4582086393895,121.69712618314499,125.50145311620888,129.24088187023892,130.71808076941713,132.7266423378665,134.99909915244305,135.42143613320877,142.13379264328262
27,7.69999999999999,108.54830565585151,115.22070179595089,116.9260096827543,118.86175852401038,119.97181897553557,122.28534673648323,126.11193024219763,129.87414701646628,131.31022136102806,133.39277002864586,135.6762681441175,136.03860219163587,142.79844596707466
28,7.79999999999999,108.97906644638313,115.7031588357488,117.46877773535608,119.42144712317142,120.48207298706724,122.86810450110458,126.71629821147442,130.50367591773878,131.9003886688919,134.05380247944214,136.34539600608434,136.65292950196678,143.45976551014206
29,7.89999999999999,109.40696472466003,116.1824326733786,118.00599655903316,119.97467793474367,120.98894479947431,123.44495364565412,127.31412503860246,131.12931165884234,132.48845278859332,134.70939244510316,137.0059941374968,137.26443745058117,144.11769147698905
30,7.999999999999989,109.83203361276966,116.65842667359037,118.53763970409564,120.52116473607808,121.49240853824652,124.01544833877709,127.90497873814482,131.75089732456294,133.07428381571714,135.35919268047678,137.65817858482512,137.87314542385872,144.77216407212003
31,8.099999999999989,110.25430623279946,117.13104420113439,119.06368072085357,121.06097731542425,121.99243832887369,124.57914274911859,128.4884273246647,132.36827599968655,133.65775184584808,136.00285594041083,138.3023494065899,138.4790728081791,145.4231235000394
32,8.199999999999989,110.6738157068369,117.60018862076069,119.58409315961705,121.59424120815004,122.4890082968456,125.13559104532379,129.06404363718624,132.98129076899912,134.23872697457088,136.64003497975315,138.93890830458878,139.08223898992213,146.07050996525135
33,8.299999999999988,111.09059515696947,118.06576329721958,120.09885057069614,122.12108194962333,122.982092567652,125.68434739603796,129.63171584368183,133.58978471728668,134.81707929747037,137.2703825533516,139.5682569806193,139.6826633554674,146.7142636722603
34,8.399999999999988,111.50467770528462,118.52767159526113,120.60792650440091,122.64162507521198,123.47166526678268,126.22496596990615,130.19183635235223,134.19360092933516,135.39267891013128,137.89355141605395,140.1907971364791,140.2803652911947,147.35432482557064
35,8.499999999999988,111.91609647386979,118.9858168796356,121.11129451104145,123.15599612028389,123.95770051972748,126.75708682388058,130.74484280805487,134.79258248993048,135.9653959081383,138.5091943227081,140.8069304739657,140.87536418348373,147.9906336628415
36,8.599999999999987,112.32492998414602,119.44017458258962,121.60892814092789,123.6643206202069,124.44023316436541,127.28097630067333,131.29117285564715,135.38657248385869,136.53510038707628,139.11698739101053,141.4170586948767,141.4676794187141,148.6232340784404
37,8.699999999999987,112.73148322506589,119.89107963389436,122.10080094437023,124.16672411034894,124.91960089290956,127.7971781609151,131.83126413998656,135.97541399590577,137.10166244252997,139.71704468390865,142.02158350100973,142.05733038326565,149.25250306018472
38,8.799999999999986,113.13613166093617,120.33897883682091,122.58688647167857,124.66333212607783,125.39623564404765,128.30623740493084,132.36555430593057,136.5589501108576,137.66495243752948,140.30986921251545,142.6209065941623,142.64434895288775,149.87888437023486
39,8.899999999999986,113.53925077860542,120.78431903042345,123.06715827316297,125.15427020276147,125.87056938661237,128.8086990330456,132.8944809983365,137.13702391350017,138.22498860237656,140.89597750811106,143.21542967613212,143.22897067443935,150.50282177075132
40,8.999999999999986,113.9412160649221,121.22754705375611,123.54158989913357,125.6396638757678,126.34303408943642,129.3051080455844,133.4184818620618,137.7094784886195,138.78218222073343,141.47588610197548,143.8055544487166,143.8115969399341,151.12475902389448
41,9.099999999999985,114.34240300673468,121.66910974587296,124.0101548999004,126.1196386804646,126.81406172135239,129.7960094428722,133.937994541964,138.2761569210016,139.33700916082634,142.05011152538873,144.39168261371347,144.3926339653204,151.74513989182475
42,9.199999999999985,114.7431870908917,122.10945394582822,124.47282682577355,126.59432015221978,127.28408425119306,130.281948225234,134.45345668290045,138.8369022954323,139.88994529088168,142.6191703096309,144.97421587292024,144.97248796654688,152.3644081367026
43,9.299999999999985,115.14394380424167,122.54902649267598,124.92957922706309,127.06383382640125,127.75353364779106,130.7634693929949,134.96530592972863,139.3915576966977,140.44146647912572,143.1835789859821,145.55355592813459,145.55156515956207,152.98300752068843
44,9.399999999999984,115.54504863363312,122.98827422547038,125.38038565407908,127.52830523837684,128.22284187997906,131.24111794647982,135.47397992730592,139.93996620958364,140.99204859378483,143.74385408572223,146.13010448115398,146.13027176031437,153.60138180594265
45,9.499999999999984,115.9468770659144,123.42764398326551,125.82521965713165,127.98785992351449,128.6924409165897,131.71543888601377,135.97991632048974,140.4819709188762,141.54216750308532,144.30051214013145,146.70426323377603,146.70901398475237,154.21997475462575
46,9.599999999999984,116.34980458793419,123.86758260511553,126.26405478653083,128.44262341718203,129.16276272645575,132.18697721192183,136.4835527541376,141.01741490936132,142.09229907525355,144.85406968048986,147.27643388779842,147.28819804882465,154.83923012889804
47,9.699999999999983,116.7542066865409,124.30853693007458,126.69686459258673,128.89272125474736,129.6342392784098,132.6562779245289,136.98532687310689,141.54617077108864,142.6429191785158,145.40504323807735,147.84701814501864,147.86823016847964,155.45959169092006
48,9.799999999999983,117.160458848583,124.7509537971968,127.12365994703957,129.3382789715783,130.10730254128455,133.12388602416004,137.48567632225507,142.0686990508903,143.19450368109844,145.95394934417408,148.41641770723425,148.44951655966594,156.08150320285222
49,9.899999999999983,117.56893656090907,125.19528004553632,127.5450389787134,129.77942708732814,130.5823844839127,133.59034651114027,137.9850387464395,142.58600190124486,143.7475284512278,146.5013045300601,148.98503427624294,149.03246343833206,156.7054084268549
50,9.999999999999982,117.98001531036756,125.64196251414721,127.96206709571932,130.2166054681286,131.05991707512692,134.05620438579456,138.4838517905177,143.09910169006764,144.30246935713024,147.04762532701542,149.5532695538422,149.6174770204265,157.3317511250885
51,10.099999999999982,118.39407058380696,126.09144804208366,128.37582263848878,130.65073947902033,131.54033228375985,134.52200464844796,138.98255309934703,143.60902078527417,144.85980226703197,147.59342826632016,150.12152524182972,150.20496352189778,157.96097505971352
52,10.199999999999982,118.81147786807583,126.54418346839981,128.78738394745332,131.08279695903025,132.02406207864422,134.9882922994255,139.48158031778496,144.1167815547798,145.42000304915945,148.1392298792543,150.6902032515602,150.79532915869441,158.59352399289034
53,10.299999999999981,119.23261265002262,127.00061563214975,129.19782936304432,131.5137457471855,132.51153842861265,135.4556123390521,139.98137109068892,144.62340636649998,145.98354757173897,148.6855466970979,151.25976220582032,151.38898014676494,159.2298416867794
54,10.39999999999998,119.65785041649582,127.46119137238763,129.6082372256933,131.9445536825131,133.0031933024978,135.92450976765278,140.48237139279186,145.12991758835005,146.5509117029968,149.23289525113103,151.830793901031,151.98632270205792,159.87037190354113
55,10.49999999999998,120.08756665434393,127.92635752816759,130.01968587583184,132.37618860403995,133.49945866913245,136.3955295855526,140.985147788411,145.6373375882455,147.12257131115936,149.78179207263372,152.40390922951815,152.58776304052182,160.51555840533595
56,10.59999999999998,120.52213685041548,128.39656093854373,130.4332536538912,132.80961835079324,134.0007664973492,136.86921679307653,141.49035764322787,146.14668873410167,147.6990022644529,150.3327536928861,152.97971908360748,153.19370737810522,161.1658449543243
57,10.69999999999998,120.961936491559,128.87224844257025,130.85001890030304,133.2458107617999,134.50754875598074,137.34611639054958,141.9986605444163,146.658993393834,148.28068043110383,150.8863337750662,153.55883435562467,153.80456193075662,161.82167531266657
58,10.79999999999998,121.40734106462291,129.3538668793012,131.2710599554987,133.685733676087,135.02023741385975,137.82677337829682,142.51071607915043,147.17527393535792,148.86808167933842,151.44338237213236,154.14186593789566,154.42073291442452,162.48349324252328
59,10.899999999999979,121.85872605645572,129.84186308779076,131.6974551599098,134.13035493268154,135.53926443981885,138.31177441023615,143.02718383460405,147.6965527265888,149.46168187738309,152.0048914882082,154.72942472274616,155.0426265450575,163.15174250605475
60,10.999999999999979,122.31646695390603,130.33668390709303,132.13028285396763,134.58064237061058,136.06506180269082,138.80193977707358,143.54872339795105,148.22385213544203,150.06195689346401,152.57185401708566,155.32212160250188,155.67064903860398,163.8268668654214
61,11.099999999999978,122.7809392438222,130.83877617626217,132.57062137810377,135.0375638289011,136.59806147130828,139.2981711759808,144.0759943563655,148.75819452983308,150.66938259580763,153.14526285255684,155.9205674694887,156.3052066110126,164.5093100827837
62,11.199999999999978,123.25251841305283,131.34858673435227,133.0195490727497,135.50208714658018,137.13869541450387,139.80137038742106,144.60965629702116,149.30060227767734,151.28443485264026,153.72611088841379,156.5253732160323,156.9467054782318,165.19951592030213
63,11.299999999999978,123.73157994844638,131.8665624204175,133.47814427833686,135.97518016267483,137.68739560111032,140.31243919185772,145.1503688070921,149.85209774689017,151.90758953218824,154.31539101844848,157.1371497344585,157.5955518562102,165.89792814013703
64,11.399999999999977,124.21849933685135,132.39315007351198,133.94743541236446,136.45781071621204,138.2445939999603,140.8322793697541,145.69879147375215,150.413703305387,152.5393225026778,154.91409613645303,157.7565079170931,158.25215196089624,166.60499050444886
65,11.499999999999977,124.71365206511624,132.92879653268983,134.4281389514521,136.95094664621888,138.81072257988646,141.36179270157368,146.2555838841753,150.98644132108328,153.18010963233547,155.52321913621932,158.3840586562618,158.91691200823846,167.32114677539803
66,11.599999999999977,125.21741362008956,133.4739486370052,134.92085112101265,137.45555579172236,139.38621330972148,141.90188096777956,146.82140562553545,151.57133416189438,153.83042678938736,156.1437529115395,159.0204128442905,159.59023821418535,168.04684071514498
67,11.699999999999976,125.73015948861982,134.02905322551223,135.42616789184694,137.97260599174953,139.97149815829806,142.45344594883522,147.3969162850066,152.16940419573575,154.49074984205998,156.77669035620562,159.6661813735048,160.27253679468555,168.78251608585015
68,11.799999999999976,126.25226515755548,134.594557137265,135.94468523475607,138.5030650853274,140.56700909444885,143.0173894252039,147.98277544976256,152.7816737905227,155.1615328217173,157.42302436400956,160.3219751362306,160.96421396568746,169.52861664967395
69,11.899999999999975,126.78410611374505,135.1709072113177,136.4769991205409,139.04790091148297,141.17317808700656,143.59461317734895,148.57964270697732,153.40916531417074,155.84271493204346,158.08374782874344,160.98840502479362,161.66567594313966,170.2855861687768
70,11.999999999999975,127.32605784403708,135.75855028672441,137.02370552000252,139.6080813092433,141.790430799337,144.18601898573374,149.18817764382482,154.05290113459526,156.53371346171141,158.75985364419932,161.66608193151967,162.37732894299072,171.05386840531912
71,12.099999999999975,127.87829716511622,136.35768332291872,137.58540040394178,140.18457411763544,142.41867837167104,144.79250863082157,149.80903984747897,154.71383848125683,157.23392244498268,159.45203327278813,162.35561674873446,163.09957918118906,171.8335802258966
72,12.199999999999974,128.44020621301203,136.96750376085194,138.16267974315969,140.77834717568635,143.05694434837338,145.41498389307577,150.44288890511368,155.39201692018963,157.94273591611883,160.1594901307413,163.0576203687639,163.8328328736833,172.62353091484613
73,12.299999999999974,129.01096845359032,137.58695916185482,138.7561392135903,141.39036832242317,143.70416432644205,146.05419522618774,151.09038440390293,156.08679766148842,158.65954790938144,160.88096925759368,163.77270368393363,164.5774518822204,173.4222028609398
74,12.399999999999974,129.58976735271682,138.2149970872581,139.36595981661827,142.0216035503874,144.35927390287515,146.70947114420062,151.75218593102056,156.79752601230498,159.38375245903197,161.6152155647555,164.50147758656948,165.33280259620008,174.22807845294966
75,12.499999999999973,130.17578637625724,138.85056509839237,139.99108281317993,142.6722472520514,145.02120867467065,147.37936106473015,152.4289530736406,157.52354727979107,160.11474359933212,162.36097396363664,165.2445529689972,166.09726945066475,175.03964007964788
76,12.599999999999973,130.7682089900774,139.49261075658856,140.63021878361045,143.34053192919305,145.68890423882652,148.06240642526924,153.12134541893693,158.26420677109843,160.85191536454323,163.1169893656473,166.00252900010503,166.8691952302118,175.85537012980657
77,12.699999999999973,131.36621866004305,140.1400816231773,141.28207830824476,144.02438287458878,146.361296192341,148.75714866331097,153.83002255408346,159.01884979337888,161.59466178892694,163.8820066821975,166.77478484961392,167.6469227194386,176.67375099219785
78,12.799999999999972,131.9689988520199,140.79192525948943,141.94537196741808,144.72172538101498,147.03732013221202,149.4621292163482,154.5556141503371,159.78682165378407,162.34231989598277,164.65477082469724,167.55843018510643,168.42879470294255,177.49326505559378
79,12.899999999999972,132.5757330318738,141.4470892268555,142.6188103414654,145.430484741248,147.7159116554376,150.1758895218739,155.29741703065622,160.56746765946582,163.09355377223793,165.43402639924898,168.3503273468511,169.213153965321,178.31239470876656
80,12.999999999999972,133.1856046654705,142.10452108660644,143.30110401072184,146.14858624806416,148.39600635901584,150.8969710173811,156.05289137022328,161.36013003443367,163.84658846474883,166.21826469619162,169.1473386751165,169.99834329117135,179.12962234048814
81,13.099999999999971,133.79779721867567,142.76316840007286,143.99096355552246,146.87395519423998,149.0765398399447,151.6239151403627,156.81936341015256,162.16322771122356,164.5996414805391,167.00526462511212,169.94632651017125,170.78270546509094,179.94343033953078
82,13.19999999999997,134.4114941573551,143.42197872858554,144.6870995562024,147.60451687255167,149.75644769522225,152.3552633283117,157.5941593915585,162.97296815541657,165.35093032663247,167.7926807865902,170.74415319228396,171.5645832716772,180.75230109466654
83,13.29999999999997,135.0258789473746,144.07989963347524,145.38822259309669,148.33819657577573,150.43466552184663,153.08955701872108,158.3746055555553,163.78523462771201,166.09867251005258,168.5781677812055,171.53768106172322,172.34231949552753,181.55471699466756
84,13.39999999999997,135.64013505459994,144.73587867607264,146.0930432465404,149.07291959668842,151.11012891681574,153.82532662688413,159.15802814325738,164.59591038880922,166.84108553782312,169.35938020953773,172.32377245875767,173.11425692123927,182.3491604283058
85,13.49999999999997,136.25344594489675,145.3888634177085,146.80019873518964,149.80661122806617,151.78177347712764,154.56099391224217,159.94175339577905,165.40087869940749,167.57638691696778,170.13397267216638,173.09928972365597,173.8787383334098,183.13411378435362
86,13.59999999999997,136.86499508413092,146.0378014197136,147.50772713286761,150.5371967626853,152.44853479978053,155.29491879509408,160.72310755423462,166.19602282020622,168.30279415451028,170.89959976967123,173.86113490266575,174.6341065166365,183.90805945158291
87,13.699999999999969,137.47396593816822,146.6816402434186,148.2133739470216,151.26260149332234,153.10934848177223,156.02546047989338,161.49941685973846,166.9772260119047,169.01852475747427,171.65391610263188,174.60707982300545,175.3787042555168,184.6694798187659
88,13.799999999999969,138.07954197287432,147.31933612552865,148.9148827043335,151.98075071275352,153.7631819591282,156.75097817109352,162.26800755340477,167.74037153520226,169.72186621072257,172.39457627162798,175.335742614183,176.110874334648,185.4168661708007
89,13.899999999999968,138.68090665411503,147.95001424929995,149.6099969314853,152.6895697137552,154.40921643944787,157.46983107314793,163.0262058763481,168.48134265079827,170.41187190154972,173.11923487723928,176.04577641484678,176.82895953862757,186.14907711310335
90,13.999999999999968,139.27724344775612,148.57295331913744,150.29646015515883,153.38698378910382,155.04672111973122,158.18037839051004,163.77133806968254,169.1963273885217,171.0880676504964,173.82554652004524,176.73583436364544,177.53130266867385,186.8654612279795
91,14.099999999999968,139.86773581966332,149.18743762087175,150.97201590203605,154.07091823157575,155.67496546945478,158.8809793276334,164.5007303745226,169.88431037264309,171.74998623216558,174.51116580062566,177.40456959922736,178.21650151641566,187.56540116529754
92,14.199999999999967,140.45156723570238,149.79275144033346,151.63440769879884,154.73929833394732,156.29321895809525,159.56999308897133,165.21170903198248,170.54577957163937,172.39716042115998,175.17374731956016,178.05063526024105,178.88405349605313,188.24827957492585
93,14.299999999999967,141.02792116173913,150.38817906335314,152.28138663351692,155.3900493889949,156.90075105512923,160.24577887897732,165.90160028317658,171.18123740019539,173.0291229920826,175.8109456774284,178.67268448533508,179.53365431894974,188.91347910673267
94,14.399999999999967,141.59598106363921,150.9730047757615,152.91144200974813,156.02142104530924,157.4968312300334,160.90669590210484,166.56773036921925,171.79118627299584,173.6454067195362,176.42043424182944,179.26937041315782,180.16499969646898,189.56038241058636
95,14.499999999999966,142.1549304072685,151.54651286338907,153.5244104583315,156.6331345991512,158.0807289522843,161.55110336280734,167.20742553122474,172.37612860472584,174.24554437812378,177.00105114341602,179.83934618235787,180.7777853399743,190.1883721363553
96,14.599999999999966,142.7039526584927,152.10798761206655,154.12027199642253,157.2253285093601,158.65171369135857,162.17736046553827,167.81806240424666,172.93656681007002,174.8290687424481,177.55346253168216,180.38142295183494,181.371706960829,190.79683093390776
97,14.699999999999966,143.24223128317763,152.65671330762447,154.69900664117665,157.79814126202228,159.2090549167329,162.78382641475102,168.39857785454024,173.4730033037133,175.39551258711208,178.07849448078136,180.8957634385189,181.94646027039676,191.3851414531121
98,14.799999999999965,143.76894974718897,153.19197423589353,155.26059440974933,158.35171134322388,159.75202209788384,163.3688604148991,168.9497309664967,173.98594050034066,175.94440868671856,178.57697306486696,181.3832163054566,182.5017409800409,191.95268634383666
99,14.899999999999965,144.28329151639247,153.7130546827043,155.805015319296,158.88617723905105,160.27988470428798,163.93082167043593,169.4723840118958,174.4758808146368,176.47528981587052,179.04972435809228,181.8446355940022,183.03724480112487,192.49884825594975
100,14.999999999999964,144.78444005665398,154.2192389338874,156.33224938697214,159.4016774355901,160.79191220542205,164.468069385815,169.96739926251715,174.94332666128668,176.9876887491707,179.49757443461067,182.28087534550988,183.55266744501216,193.02300983931974
101,15.099999999999964,145.27157883383921,154.7098112752734,156.84227662993317,159.89835041892712,161.28737407076258,164.9789627654897,170.43563899014046,175.38878045497512,177.48113826122201,179.92134936857548,182.6927896013339,184.04770462306618,193.52455374381486
102,15.199999999999964,145.7438913138139,155.18405599269298,157.33507706533453,160.37633467514837,161.7655397697863,165.46206535921596,170.87796546654536,175.81274461038703,177.9551711266274,180.32187523414012,183.08123240282845,184.5220520466505,194.00286261930364
103,15.299999999999963,146.20056096244383,155.64125737197676,157.8106307103317,160.83576869034,162.22567877196974,165.9175718172929,171.2952409635116,176.21572154220715,178.40932011998964,180.69997810545792,183.44705779134765,184.9754054271285,194.45731911565417
104,15.399999999999963,146.64077124559478,156.08069969895533,158.2689175820801,161.27679095058818,162.66706054678954,166.34645797965163,171.68832775281882,176.59821366512045,178.84311801591164,181.0564840566822,183.7911198082457,185.4074604758636,194.88730588273495
105,15.499999999999963,147.06370571418967,156.50166733943198,158.70991769773525,161.69953994197914,163.08895456372235,166.74970458227116,172.05808810624666,176.96072339381172,179.25609758899625,181.39221916196632,184.11427249487684,185.81791290421927,195.29220566435603
106,15.599999999999962,147.46881384549624,156.90369468905942,159.1336110744525,162.1041541505991,163.49073187412893,167.12829236113058,172.4053842955748,177.3037531429659,179.64779161384638,181.70800949546367,184.41736989259527,186.206458423559,195.67169490771985
107,15.699999999999962,147.85639965215276,157.28711959660544,159.53997772938735,162.49077206253418,163.8725647668273,167.4832020522088,172.73107859258306,177.62780532726777,180.01773286506486,182.00468113132754,184.70126604275507,186.57279274524626,196.0263938549636
108,15.799999999999962,148.2269384531918,157.65244097691053,159.92899767969524,162.85953216387068,164.23500539947716,167.81541439148486,173.0360332690509,177.93338236140224,180.36553246162518,182.28306014371134,184.96681498671057,186.91662592015257,196.35711194824236
109,15.899999999999961,148.58090556764617,158.00015774481528,160.30065094253166,163.2105729406947,164.5786082140499,168.12591011493774,173.3211105967582,178.22098666005414,180.691542480944,182.54397260676845,185.2148707658159,187.2381332715607,196.66465862971123
110,15.999999999999961,148.91877631454847,158.33076881516027,160.65491753505205,163.54403287909247,164.90392765251656,168.4156699585465,173.58717284748448,178.49112063790835,180.99652309158347,182.7882445946521,185.44628742142518,187.5380460306126,196.94984334152525
111,16.09999999999996,149.2410260129314,158.644773102786,160.99177747441175,163.86005046515015,165.21151815684854,168.68567465829005,173.8350822930095,178.74428670964969,181.281238714107,183.0167021815157,185.66191899489274,187.81712807523857,197.2134755258396
112,16.19999999999996,149.54812998182769,158.9426695225332,161.31121077776635,164.158764184954,165.501934169017,168.93690495014744,174.06570120511296,178.98098728996317,181.54645376907806,183.23017144151265,185.8626195275727,188.07614328336894,197.45636462480937
113,16.29999999999996,149.84056354026998,159.2249569892423,161.61319746227127,164.44031252459013,165.7757301309933,169.17034157009775,174.27989185557448,179.20172479353343,181.7929326770599,183.42947844879632,186.04924306081918,188.31585553293417,197.6793200805896
114,16.39999999999996,150.11880200729104,159.4921344177539,161.89771754508197,164.70483397014488,166.0334604847485,169.38696525411987,174.47851651617373,179.40700163504542,182.02143985861602,183.61544927751993,186.2226436359865,188.53702870186459,197.88315133533544
115,16.499999999999957,150.3833207019235,159.74470072290868,162.16475104335382,164.95246700770423,166.27567967225403,169.58775673819292,174.6624374586904,179.59732022918405,182.23273973431,183.78891000183697,186.38367529442877,188.7404266680905,198.06866783120194
116,16.59999999999996,150.6345949432001,159.98315481954708,162.4142779742423,165.18335012335453,166.50294213548105,169.77369675829576,174.8325169549042,179.77318374520704,182.42759672470504,183.95068669590074,186.5331920775002,188.92681330954224,198.23667901034426
117,16.69999999999996,150.8731000501535,160.20799562250977,162.64627835490293,165.39762180318192,166.71580231640078,169.94576605040743,174.98961727659477,179.93515340503131,182.60677525036456,184.10160543386453,186.67204802655496,189.09695250415035,198.38799431491745
118,16.799999999999958,151.09931134181642,160.41972204663728,162.86078610179072,165.59542064407108,166.9148146569845,170.10494535050705,175.13460069554182,180.08388864840364,182.77103973185214,184.2424876508267,186.8010971829473,189.25160812984498,198.5234231870766
119,16.899999999999956,151.31370413722155,160.6188330067702,163.058341595288,165.77704106010097,167.10053359920346,170.25221539457357,175.268329483525,180.22005840571816,182.92115458973103,184.3739871604303,186.92119358803131,189.39154406455665,198.64377506897688
120,16.999999999999957,151.51675375540148,160.80582741774901,163.23976271295243,165.94324330748682,167.2735135850289,170.38855691858592,175.391665912324,180.34433160736927,183.0578842445647,184.4965471166774,187.03319128316133,189.51752418621564,198.74985940277324
121,17.09999999999996,151.70893551538904,160.98120419441452,163.40587017468778,166.0948743224779,167.43430905643203,170.5149506585231,175.5054722537185,180.4573771837512,183.18199311691652,184.61059728570413,187.13788467101497,189.63031237275234,198.84248563062096
