,mu,sigma,r2
12.9,155.35841293962446,7.77062206850265,0.9999618331763321
13.0,156.1133019194944,7.808696868119045,0.9999690214938409
13.1,156.87677012347714,7.8469132680021145,0.9999768249980335
13.2,157.64622512728204,7.884432471576319,0.999983665882291
13.3,158.4190040620482,7.920331439980863,0.9999882297508965
13.4,159.19244943358447,7.9536998889348505,0.9999896212216719
13.5,159.96388699418253,7.983673146164926,0.999987392813861
13.6,160.73062563996592,8.009458207892726,0.9999814804611147
13.7,161.48999880359284,8.030353907826822,0.9999721316363007
13.8,162.23937147145955,8.045732531388726,0.9999598411413099
13.9,162.9761185396141,8.05498251259178,0.9999451598949148
14.0,163.6976865905484,8.057582375803646,0.9999283294584063
14.1,164.40213373324772,8.053742157851552,0.9999085287037288
14.2,165.08784261938902,8.044042242838364,0.9998846389923555
14.3,165.75319969369485,8.029038001427057,0.9998560436439593
14.4,166.39663758410296,8.009165656432335,0.9998229724076715
14.5,167.01681094008487,7.984723238854789,0.9997872717859212
14.6,167.61255665685147,7.956247595252731,0.9997525419055566
14.7,168.18330632208696,7.924436641269698,0.999721551565107
14.8,168.72914743314624,7.890081918884648,0.9996949050852729
14.9,169.2501900949755,7.854000369671594,0.9996728910968914
15.0,169.74653130651728,7.817026654071804,0.9996557964186945
15.1,170.21825779816805,7.780005761018055,0.9996440108975703
15.2,170.66550025237933,7.74372367204596,0.9996380155943022
15.3,171.0887889119731,7.708470005329525,0.9996380870679495
15.4,171.48885324200782,7.674287091865902,0.9996440741866603
15.5,171.86643213501705,7.641204195773457,0.999655477267978
15.6,172.22227092351685,7.60924151308278,0.9996715391005543
15.7,172.55711969820692,7.5784127290048895,0.9996913281617985
15.8,172.87173175256882,7.5487273503608305,0.999713814587243
15.9,173.1668621587803,7.520192898994025,0.9997379390265334
16.0,173.44326648532186,7.492816835625787,0.9997626742584766
16.1,173.701699665472,7.4666081969974964,0.9997870791820513
16.2,173.942915024917,7.4415789571880575,0.9998103445601436
16.3,174.1676634795683,7.417744977532194,0.9998318296773977
16.4,174.37669290855254,7.3951267278311965,0.9998510888931256
16.5,174.57074771290422,7.373749643313761,0.9998678869351784
16.6,174.75056872981625,7.353644342400555,0.9998822014955961
16.7,174.916905548848,7.334861322463986,0.9998941943769362
16.8,175.07052629286957,7.317476783395954,0.9999041658093812
16.9,175.21220854816323,7.301489478685909,0.9999125347552822
17.0,175.3427522928428,7.286776123353093,0.9999197681728612
17.1,175.4629609292924,7.273193153722029,0.999926304688778
17.2,175.5736291135923,7.260571274087783,0.9999324849723358
17.3,175.67554902412047,7.24873213036161,0.9999385663985761
17.4,175.76948431653435,7.23753186688574,0.9999446927380833
17.5,175.85605903238874,7.2269425424171185,0.9999508423636311
17.6,175.93575662708514,7.216959583301752,0.999956933192802
17.7,176.00904090153242,7.207577360294399,0.9999628040281646
17.8,176.07637680870621,7.198789075182509,0.999968243978078
17.9,176.138230126673,7.190587306138302,0.9999730303619965
18.0,176.19506715056647,7.182964374472354,0.9999769609291611
18.1,176.2473544358281,7.175912635615,0.9999798800475275
18.2,176.295558594074,7.169424742172155,0.9999816985989556
18.3,176.34014614150323,7.163493784005001,0.9999824073877833
18.4,176.38158340080855,7.15811341602251,0.999982083931842
18.5,176.42033645601813,7.153277880656712,0.9999808925569301
18.6,176.45687116048646,7.148981987887951,0.9999790777571278
18.7,176.49165319751344,7.145221011698163,0.9999769508136962
18.8,176.52514819312745,7.141990523477781,0.9999748696844232
18.9,176.55782188112727,7.139286150303964,0.9999732121829932
19.0,176.5901403202722,7.137103269658483,0.9999723424642304
19.1,176.62257016339493,7.135436637408937,0.9999725708158396
19.2,176.65557897985863,7.134279948778233,0.9999741067304911
19.3,176.6896356314352,7.133625351083868,0.999977005193638
19.4,176.72521070411588,7.133462907489533,0.9999811060720616
19.5,176.76277699766771,7.133780021917339,0.9999859664254506
19.6,176.8028100763796,7.134560851321838,0.999990785487749
19.7,176.84578888525073,7.135785707424172,0.9999943219758436
19.8,176.8921964371727,7.137430480709363,0.9999948032794773
19.9,176.94252057802973,7.139466096900646,0.9999898259670364
20.0,176.99725483882608,7.141858046694394,0.9999762469059037
