percentile,height
0.1, 139.48598130841123
3.0, 148.83177570093457
5.0, 150.1876675603217
10.0, 153.43163538873995
15.0, 155.37383177570092
25.0, 158.44504021447722
50.0, 163.3177570093458
75.0, 169.06166219839142
85.0, 171.26168224299064
90.0, 173.78016085790884
95.0, 176.72922252010721
97.0, 177.803738317757
99.9, 186.9158878504673
